,word,transcript,neighbours
400,"['с', 'у', 'т', 'ь']","['s', 'u', ""t'""]","[['p', 'u', ""t'""], [""s'"", 'e', ""t'""], ['ch', 'u', ""t'""]]"
401,"['г', 'л', 'а', 'з']","['g', 'l', 'a', 's']","[['g', 'l', 'a', 'f'], ['g', 'a', 's']]"
402,"['п', 'л', 'а', 'н']","['p', 'l', 'a', 'n']","[['p', 'l', 'a', 'ch'], ['p', 'a', 'n'], ['p', ""l'"", 'e', 'n'], ['p', 'l', 'a', 'sc']]"
403,"['ч', 'т', 'о']","['sh', 't', 'o']","[['k', 't', 'o'], ['sh', 't', 'o'], ['s', 't', 'o'], ['t', 'o'], ['sh', 't', 'o', 'p']]"
404,"['ж', 'д', 'а', 'л']","['zh', 'd', 'a', 'l']","[['z', 'd', 'a', 'l'], ['d', 'a', 'l']]"
405,"['с', 'т', 'е', 'н']","[""s'"", ""t'"", 'e', 'n']","[['s', 'c', 'e', 'n'], ['s', 't', 'a', 'n']]"
406,"['г', 'р', 'е', 'х']","['g', ""r'"", 'e', 'h']",[]
407,"['п', 'у', 'с', 'т', 'ь']","['p', 'u', ""s'"", ""t'""]","[['p', 'u', ""t'""], ['p', 'u', 's', 't']]"
408,['а'],['a'],"[['a', 'sh'], ['a', 'n'], ['e'], ['n', 'a'], ['u'], ['b', 'a'], ['a', 'j'], ['k', 'a'], ['t', 'a'], ['h', 'a'], ['a', 't'], ['l', 'a'], ['o'], ['i'], ['j', 'a'], ['z', 'a'], ['a', 'h'], ['j', 'e'], ['d', 'a']]"
409,"['б', 'р', 'а', 'л']","['b', 'r', 'a', 'l']","[['b', 'r', 'a', 't'], ['b', 'r', 'a', 'k'], ['b', 'a', 'l']]"
410,"['р', 'о', 'с', 'т']","['r', 'o', 's', 't']","[['p', 'r', 'o', 's', 't'], ['m', 'o', 's', 't'], ['p', 'o', 's', 't'], ['r', 'o', 's'], ['t', 'o', 's', 't'], ['r', 'o', 't']]"
411,"['с', 'а', 'д']","['s', 'a', 't']","[['s', 'u', 't'], ['s', 'a', 'm'], ['n', 'a', 't'], ['l', 'a', 't'], ['r', 'a', 't'], ['s', 'a', 'n'], ['a', 't'], ['g', 'a', 't']]"
412,"['п', 'о', 'л', 'к']","['p', 'o', 'l', 'k']","[['p', 'o', 'l'], ['t', 'o', 'l', 'k'], ['v', 'o', 'l', 'k']]"
413,"['к', 'у', 'р', 'с']","['k', 'u', 'r', 's']","[['k', 'u', 'r']]"
414,"['ч', 'у', 'т', 'ь']","['ch', 'u', ""t'""]","[['p', 'u', ""t'""], ['ch', 'u', 'sh'], ['s', 'u', ""t'""]]"
415,"['в', 'з', 'я', 'в']","['v', ""z'"", 'a', 'f']","[['v', ""z'"", 'a', 't'], ['v', ""z'"", 'a', 'l']]"
416,"['ц', 'е', 'н', 'т', 'р']","['c', 'e', 'n', 't', 'r']",[]
417,"['ф', 'и', 'л', 'ь', 'м']","[""f'"", 'i', ""l'"", 'm']",[]
418,"['н', 'о', 'с']","['n', 'o', 's']","[['n', 'o', 'k'], ['n', 'o'], ['r', 'o', 's'], [""n'"", 'o', 's'], ['n', 'a', 's'], ['n', 'o', 'sh']]"
419,"['с', 'н', 'а']","['s', 'n', 'a']","[['d', 'n', 'a'], ['s', 'n', 'y'], ['n', 'a'], [""s'"", ""n'"", 'e'], ['s', 't', 'a']]"
420,"['т', 'е', 'н', 'ь']","[""t'"", 'e', ""n'""]","[[""l'"", 'e', ""n'""], [""d'"", 'e', ""n'""]]"
421,"['к', 'р', 'и', 'к']","['k', ""r'"", 'i', 'k']",[]
422,"['б', 'о', 'л', 'ь']","['b', 'o', ""l'""]","[['n', 'o', ""l'""], ['t', 'o', ""l'""], ['k', 'o', ""l'""], ['r', 'o', ""l'""], ['s', 'o', ""l'""]]"
423,"['в', 'е', 'к']","[""v'"", 'e', 'k']","[[""r'"", 'e', 'k'], [""v'"", 'e', 's']]"
424,"['с', 'т', 'а']","['s', 't', 'a']","[['s', 't', 'a', 'f'], ['s', 't', 'a', 'n'], ['t', 'a'], ['s', 't', 'o'], ['s', 'n', 'a'], ['s', 't', 'a', 'r'], ['r', 't', 'a'], ['s', 't', 'a', 'l']]"
425,"['д', 'н', 'е']","[""d'"", ""n'"", 'e']","[['v', ""n'"", 'e'], ['d', 'n', 'a'], [""n'"", 'e'], ['d', 'n', 'u'], ['d', ""v'"", 'e'], [""s'"", ""n'"", 'e'], [""d'"", ""n'"", 'i'], [""d'"", ""n'"", 'a'], [""d'"", 'e'], [""d'"", ""n'"", 'u'], [""d'"", ""n'"", 'e', 'j'], ['m', ""n'"", 'e'], ['d', 'n', 'o']]"
426,"['м', 'и', 'г']","[""m'"", 'i', 'k']","[['m', 'o', 'k'], [""m'"", 'i', 'f'], [""m'"", 'i', 'l'], [""m'"", 'i', 'r']]"
427,"['х', 'л', 'е', 'б']","['h', ""l'"", 'e', 'p']","[['g', ""l'"", 'e', 'p']]"
428,"['ф', 'р', 'о', 'н', 'т']","['f', 'r', 'o', 'n', 't']",[]
429,"['б', 'и', 'т', 'ь']","[""b'"", 'i', ""t'""]","[['zh', 'y', ""t'""], [""n'"", 'i', ""t'""], ['z', ""b'"", 'i', ""t'""], [""p'"", 'i', ""t'""], ['b', 'y', ""t'""]]"
430,"['б', 'о', 'й']","['b', 'o', 'j']","[['m', 'o', 'j'], ['t', 'o', 'j'], ['o', 'j'], ['b', 'o'], ['b', 'o', 'p'], [""b'"", 'e', 'j'], ['v', 'o', 'j'], ['b', 'o', 'k'], ['b', 'o', 'r'], ['b', 'o', 'h']]"
431,"['в', 'а', 'с']","['v', 'a', 's']","[['v', 'a', 'j', 's'], ['ch', 'a', 's'], ['v', 'a', 'sh'], ['v', 'a', 'n'], ['v', 'a', 'm'], ['n', 'a', 's'], ['b', 'a', 's'], [""v'"", 'e', 's']]"
432,"['с', 'е', 'с', 'т', 'ь']","[""s'"", 'e', ""s'"", ""t'""]","[['ch', 'e', ""s'"", ""t'""], [""s'"", 'e', ""t'""], ['j', 'e', ""s'"", ""t'""], [""v'"", 'e', ""s'"", ""t'""], ['s', 'j', 'e', ""s'"", ""t'""], ['sh', 'e', ""s'"", ""t'""], [""m'"", 'e', ""s'"", ""t'""]]"
433,"['т', 'р', 'у', 'д']","['t', 'r', 'u', 't']","[['t', 'r', 'u', 's'], ['t', 'r', 'u', 'p'], ['t', 'r', 'u', 'p']]"
434,"['в', 'р', 'а', 'г']","['v', 'r', 'a', 'k']","[['v', 'r', 'a', 'ch'], ['v', 'r', 'a', 's']]"
435,"['м', 'е', 'ж']","[""m'"", 'e', 'sh']","[[""m'"", 'e', 'r'], [""m'"", 'e', 'ch'], ['m', 'u', 'sh']]"
436,"['с', 'р', 'о', 'к']","['s', 'r', 'o', 'k']","[['s', 't', 'r', 'o', 'k'], ['s', 'o', 'k']]"
437,"['в', 'с', 'е', 'м']","['f', ""s'"", 'e', 'm']","[['f', ""s'"", 'e', 'h'], ['f', ""s'"", 'e'], ['f', ""s'"", 'o', 'm'], ['f', ""s'"", 'e', 'j'], [""s'"", 'e', 'm']]"
438,"['в', 'с', 'е', 'м']","['f', ""s'"", 'e', 'm']","[['f', ""s'"", 'e', 'h'], ['f', ""s'"", 'e'], ['f', ""s'"", 'o', 'm'], ['f', ""s'"", 'e', 'j'], [""s'"", 'e', 'm']]"
439,"['ч', 'т', 'о']","['sh', 't', 'o']","[['k', 't', 'o'], ['sh', 't', 'o'], ['s', 't', 'o'], ['t', 'o'], ['sh', 't', 'o', 'p']]"
440,"['с', 'м', 'е', 'х']","['s', ""m'"", 'e', 'h']","[['s', ""m'"", 'e', 'j'], ['s', ""m'"", 'e', 'l']]"
441,"['т', 'а', 'к']","['t', 'a', 'k']","[['k', 'a', 'k'], ['r', 'a', 'k'], ['t', 'a'], ['d', 'a', 'k'], ['t', 'a', 'k', 't'], ['t', 'o', 'k'], ['t', 'a', 'm']]"
442,"['х', 'р', 'а', 'м']","['h', 'r', 'a', 'm']",[]
443,"['т', 'е', 'к', 'с', 'т']","[""t'"", 'e', 'k', 's', 't']",[]
444,"['п', 'л', 'е', 'н']","['p', ""l'"", 'e', 'n']","[['p', 'l', 'a', 'n'], ['ch', ""l'"", 'e', 'n'], ['p', ""l'"", 'e', 'ch']]"
445,"['г', 'л', 'а', 'з']","['g', 'l', 'a', 's']","[['g', 'l', 'a', 'f'], ['g', 'a', 's']]"
446,"['р', 'т', 'а']","['r', 't', 'a']","[['t', 'a'], ['r', 't', 'u'], ['r', 't', 'y'], ['s', 't', 'a']]"
447,"['к', 'л', 'а', 'с', 'с']","['k', 'l', 'a', 's']",[]
448,"['т', 'о']","['t', 'o']","[['t', 'o', 'j'], ['s', 't', 'o'], ['t', 'u'], ['v', 'o'], ['d', 'o'], ['p', 'o'], ['ch', 't', 'o'], ['t', 'a'], ['n', 'o'], ['b', 'o'], ['k', 't', 'o'], ['t', 'y'], ['k', 'o'], ['sh', 't', 'o'], ['o'], ['t', 'o', 'k'], ['s', 'o'], [""t'"", 'e'], ['t', 'o', 'n'], ['t', 'o', 'm'], ['t', 'o', 't']]"
449,"['з', 'н', 'а', 'к']","['z', 'n', 'a', 'k']","[['z', 'n', 'a', 'l'], ['z', 'n', 'a', 'j']]"
450,"['н', 'е', 'й']","[""n'"", 'e', 'j']","[['ch', 'e', 'j'], [""n'"", 'e', 't'], [""n'"", 'e'], [""s'"", 'e', 'j'], ['j', 'e', 'j'], [""b'"", 'e', 'j'], [""d'"", ""n'"", 'e', 'j'], [""p'"", 'e', 'j']]"
451,"['з', 'а', 'л']","['z', 'a', 'l']","[['b', 'a', 'l'], ['m', 'a', 'l'], ['d', 'a', 'l'], ['z', 'v', 'a', 'l'], ['z', 'n', 'a', 'l'], ['z', 'a'], ['p', 'a', 'l']]"
452,"['з', 'н', 'а', 'к']","['z', 'n', 'a', 'k']","[['z', 'n', 'a', 'l'], ['z', 'n', 'a', 'j']]"
453,"['с', 'л', 'у', 'х']","['s', 'l', 'u', 'h']","[['f', 's', 'l', 'u', 'h']]"
454,"['с', 'н', 'о', 'м']","['s', 'n', 'o', 'm']","[['s', 'n', 'o', 'f'], ['d', 'n', 'o', 'm']]"
455,"['с', 'т', 'р', 'а', 'х']","['s', 't', 'r', 'a', 'h']","[['s', 't', 'r', 'a', 'n']]"
456,"['м', 'е', 'р']","[""m'"", 'e', 'r']","[[""m'"", 'i', 'r'], [""m'"", 'e', 'sh'], [""m'"", 'e', 'ch'], ['m', 'e', 'r']]"
457,"['д', 'у', 'ш']","['d', 'u', 'sh']","[['d', 'u', 'm'], ['d', 'u', 'l'], ['d', 'u', 'p'], ['d', 'u', 'h']]"
458,"['ч', 'е', 'с', 'т', 'ь']","['ch', 'e', ""s'"", ""t'""]","[[""s'"", 'e', ""s'"", ""t'""], ['j', 'e', ""s'"", ""t'""], [""v'"", 'e', ""s'"", ""t'""], ['ch', 'a', ""s'"", ""t'""], ['sh', 'e', ""s'"", ""t'""], [""m'"", 'e', ""s'"", ""t'""]]"
459,"['д', 'н', 'а']","['d', 'n', 'a']","[['d', 'n', 'u'], ['n', 'a'], [""d'"", ""n'"", 'i'], ['d', 'v', 'a'], [""d'"", ""n'"", 'a'], ['s', 'n', 'a'], ['d', 'a'], [""d'"", ""n'"", 'u'], ['d', 'n', 'o'], [""d'"", ""n'"", 'e']]"
460,"['з', 'в', 'е', 'р', 'ь']","['z', ""v'"", 'e', ""r'""]","[['d', ""v'"", 'e', ""r'""], [""v'"", 'e', ""r'""]]"
461,"['т', 'о', 'н', 'н']","['t', 'o', 'n']","[['t', 'o', 'n']]"
462,"['у', 'м']","['u', 'm']","[['u', 'sh'], ['j', 'e', 'm'], ['u', 's'], ['u'], ['u', 'h'], ['d', 'u', 'm'], ['i', 'm'], ['sh', 'u', 'm']]"
463,"['ц', 'е', 'л', 'ь']","['c', 'e', ""l'""]","[['c', 'e', ""p'""], ['sc', 'e', ""l'""]]"
464,"['к', 'о', 'н', 'ь']","['k', 'o', ""n'""]","[['k', 'o', ""l'""]]"
465,"['с', 'у', 'т', 'ь']","['s', 'u', ""t'""]","[['p', 'u', ""t'""], [""s'"", 'e', ""t'""], ['ch', 'u', ""t'""]]"
466,"['т', 'а', 'к']","['t', 'a', 'k']","[['k', 'a', 'k'], ['r', 'a', 'k'], ['t', 'a'], ['d', 'a', 'k'], ['t', 'a', 'k', 't'], ['t', 'o', 'k'], ['t', 'a', 'm']]"
467,"['ю', 'г']","['j', 'u', 'k']",[]
468,"['ф', 'и', 'л', 'ь', 'м']","[""f'"", 'i', ""l'"", 'm']",[]
469,"['м', 'а', 'с', 'с']","['m', 'a', 's']","[[""m'"", 'i', 's'], ['m', 'a', 'k', 's']]"
470,"['д', 'о', 'л', 'г']","['d', 'o', 'l', 'k']",[]
471,"['ц', 'в', 'е', 'т']","['c', ""v'"", 'e', 't']","[['s', ""v'"", 'e', 't']]"
472,"['б', 'о', 'л', 'ь']","['b', 'o', ""l'""]","[['n', 'o', ""l'""], ['t', 'o', ""l'""], ['k', 'o', ""l'""], ['r', 'o', ""l'""], ['s', 'o', ""l'""]]"
473,"['п', 'т', 'и', 'ц']","['p', ""t'"", 'i', 'c']",[]
474,"['ц', 'е', 'н', 'т', 'р']","['c', 'e', 'n', 't', 'r']",[]
475,"['ш', 'к', 'о', 'л']","['sh', 'k', 'o', 'l']",[]
476,"['ф', 'о', 'н']","['f', 'o', 'n']","[['f', 'o', 'n', 't'], ['t', 'o', 'n'], ['z', 'o', 'n'], ['o', 'n'], ['d', 'o', 'n'], ['s', 'o', 'n'], ['v', 'o', 'n']]"
477,"['б', 'о', 'к']","['b', 'o', 'k']","[['v', 'b', 'o', 'k'], ['b', 'y', 'k'], ['t', 'o', 'k'], ['b', 'o'], ['b', 'l', 'o', 'k'], ['b', 'o', 'j'], ['b', 'o', 'r'], ['b', 'o', 'p'], ['s', 'o', 'k'], ['b', 'o', 'h']]"
478,"['в', 'а', 'ш']","['v', 'a', 'sh']","[['v', 'a', 's'], ['v', 'a', 'n'], ['n', 'a', 'sh'], ['v', 'a', 'm']]"
479,"['с', 'в', 'о', 'й', 'с', 'т', 'в']","['s', 'v', 'o', 'j', 's', 't', 'f']",[]
480,"['т', 'о', 'н']","['t', 'o', 'n']","[['t', 'o', 'j'], ['t', 'o'], ['t', 'o', 'k'], ['s', 'o', 'n'], ['t', 'o', 'n'], ['t', 'r', 'o', 'n'], ['z', 'o', 'n'], ['o', 'n'], ['d', 'o', 'n'], ['f', 'o', 'n'], ['t', 'o', 'm'], ['t', 'o', 't'], ['v', 'o', 'n']]"
481,"['з', 'в', 'ё', 'з', 'д']","['z', ""v'"", 'o', 'z', 't']",[]
482,"['п', 'о', 'с', 'т']","['p', 'o', 's', 't']","[['p', 'r', 'o', 's', 't'], ['r', 'o', 's', 't'], ['p', 'o', 't'], ['m', 'o', 's', 't'], ['p', 'o', 'r', 't'], ['t', 'o', 's', 't'], ['p', 'u', 's', 't']]"
483,"['с', 'т', 'р', 'а', 'с', 'т', 'ь']","['s', 't', 'r', 'a', ""s'"", ""t'""]",[]
484,['э'],['e'],"[['j', 'e'], ['a'], ['o'], ['u'], ['e', 'h'], ['i'], ['j', 'a'], ['e', 'j']]"
485,"['а', 'к', 'т']","['a', 'k', 't']","[['f', 'a', 'k', 't'], ['t', 'a', 'k', 't']]"
486,"['п', 'и', 'л']","[""p'"", 'i', 'l']","[[""p'"", 'i', 'r'], [""m'"", 'i', 'l'], [""b'"", 'i', 'l'], [""p'"", 'e', 'l'], ['zh', 'y', 'l'], ['p', 'a', 'l'], ['p', 'o', 'l'], [""s'"", 'i', 'l']]"
487,"['к', 'р', 'у', 'г']","['k', 'r', 'u', 'k']","[['d', 'r', 'u', 'k']]"
488,"['в', 'с', 'е']","['f', ""s'"", 'e']","[['v', ""n'"", 'e'], ['f', ""s'"", 'u'], ['f', ""s'"", 'e', 'h'], ['f', ""s'"", 'e', 'm'], [""s'"", 'e'], ['f', ""s'"", 'e', 'j'], ['f', ""s'"", 'a'], ['f', ""s'"", 'o']]"
489,"['в', 'е', 'щ', 'ь']","[""v'"", 'e', 'sc']","[[""v'"", 'e', ""r'""], [""v'"", 'e', ""t'""], [""v'"", 'e', ""s'""]]"
490,"['ц', 'в', 'е', 'т']","['c', ""v'"", 'e', 't']","[['s', ""v'"", 'e', 't']]"
491,"['т', 'е', 'к', 'с', 'т']","[""t'"", 'e', 'k', 's', 't']",[]
492,"['з', 'л', 'о']","['z', 'l', 'o']","[['z', 'l', 'o', 'm'], ['z', 'l', 'o', 'j'], ['z', 'l', 'a'], ['z', 'l', 'u'], ['sh', 'l', 'o']]"
493,"['к', 'л', 'ю', 'ч']","['k', ""l'"", 'u', 'ch']",[]
494,"['с', 'к', 'р', 'ы', 'т', 'ь']","['s', 'k', 'r', 'y', ""t'""]",[]
495,"['ж', 'д', 'ё', 'т']","['zh', ""d'"", 'o', 't']","[['zh', ""d'"", 'e', 't'], ['zh', ""d'"", 'o', 'm'], ['zh', 'd', 'u', 't']]"
496,"['д', 'а', 'м']","['d', 'a', 'm']","[['s', 'a', 'm'], ['d', 'a', 'f'], ['d', 'o', 'm'], ['d', 'a', 'n'], ['d', 'a', 'k'], ['d', 'a', 'j'], ['d', 'u', 'm'], ['d', 'a'], ['d', 'a', 'r'], ['d', 'a', 'l'], ['v', 'a', 'm'], ['t', 'a', 'm'], ['n', 'a', 'm'], ['d', 'y', 'm']]"
497,"['с', 'п', 'л', 'о', 'ш', 'ь']","['s', 'p', 'l', 'o', 'sh']",[]
498,"['т', 'и', 'п']","[""t'"", 'i', 'p']","[[""t'"", 'i', 'm']]"
499,"['п', 'е', 'т', 'ь']","[""p'"", 'e', ""t'""]","[['p', 'u', ""t'""], [""p'"", 'e', 'ch'], [""s'"", 'e', ""t'""], [""p'"", 'a', ""t'""], [""p'"", 'i', ""t'""]]"
500,"['с', 'к', 'о', 'л', 'ь']","['s', 'k', 'o', ""l'""]","[['s', 't', 'o', ""l'""], ['k', 'o', ""l'""], ['s', 'o', ""l'""]]"
501,"['ш', 'т', 'у', 'к']","['sh', 't', 'u', 'k']","[['s', 't', 'u', 'k']]"
502,"['д', 'ы', 'м']","['d', 'y', 'm']","[['d', 'a', 'm'], ['d', 'o', 'm'], ['d', 'u', 'm']]"
503,"['и', 'ш', 'ь']","['i', 'sh']","[[""v'"", 'i', 'sh'], [""l'"", 'i', 'sh'], ['i', ""l'""]]"
504,"['с', 'н', 'е', 'г']","[""s'"", ""n'"", 'e', 'k']","[[""s'"", ""n'"", 'e']]"
505,"['б', 'о', 'й']","['b', 'o', 'j']","[['m', 'o', 'j'], ['t', 'o', 'j'], ['o', 'j'], ['b', 'o'], ['b', 'o', 'p'], [""b'"", 'e', 'j'], ['v', 'o', 'j'], ['b', 'o', 'k'], ['b', 'o', 'r'], ['b', 'o', 'h']]"
506,"['х', 'о', 'д']","['h', 'o', 't']","[['h', 'o', 'r'], ['v', 'o', 't'], ['f', 'h', 'o', 't'], ['r', 'o', 't'], ['g', 'o', 't'], ['p', 'o', 't']]"
507,"['л', 'и', 'с', 'т']","[""l'"", 'i', 's', 't']","[['ch', 'i', 's', 't']]"
508,"['ф', 'а', 'к', 'т']","['f', 'a', 'k', 't']","[['a', 'k', 't'], ['t', 'a', 'k', 't']]"
509,"['ц', 'е', 'н']","['c', 'e', 'n']","[['s', 'c', 'e', 'n'], [""g'"", 'e', 'n']]"
510,"['д', 'в', 'о', 'р']","['d', 'v', 'o', 'r']","[['v', 'o', 'r']]"
511,"['е', 'л']","['j', 'e', 'l']","[[""d'"", 'e', 'l'], ['j', 'e', 'm'], ['j', 'e'], [""t'"", 'e', 'l'], ['j', 'e', 'j'], [""p'"", 'e', 'l'], [""s'"", 'e', 'l']]"
512,"['д', 'в', 'у', 'м']","['d', 'v', 'u', 'm']","[['d', 'v', 'u', 'h'], ['d', 'u', 'm']]"
513,"['т', 'о']","['t', 'o']","[['t', 'o', 'j'], ['s', 't', 'o'], ['t', 'u'], ['v', 'o'], ['d', 'o'], ['p', 'o'], ['ch', 't', 'o'], ['t', 'a'], ['n', 'o'], ['b', 'o'], ['k', 't', 'o'], ['t', 'y'], ['k', 'o'], ['sh', 't', 'o'], ['o'], ['t', 'o', 'k'], ['s', 'o'], [""t'"", 'e'], ['t', 'o', 'n'], ['t', 'o', 'm'], ['t', 'o', 't']]"
514,"['с', 'т', 'и', 'л', 'ь']","[""s'"", ""t'"", 'i', ""l'""]","[['s', 't', 'o', ""l'""]]"
515,"['м', 'о', 'с', 'т']","['m', 'o', 's', 't']","[['r', 'o', 's', 't'], ['t', 'o', 's', 't'], ['p', 'o', 's', 't'], [""m'"", 'e', 's', 't']]"
516,"['б', 'ы', 'т', 'ь']","['b', 'y', ""t'""]","[['m', 'y', ""t'""], [""b'"", 'i', ""t'""], ['b', 'y', 't']]"
517,"['п', 'л', 'ю', 'с']","['p', ""l'"", 'u', 's']",[]
518,"['п', 'ы', 'л', 'ь']","['p', 'y', ""l'""]","[['p', 'u', ""l'""]]"
519,"['к', 'л', 'а', 'с', 'с']","['k', 'l', 'a', 's']",[]
520,"['ш', 'а', 'г']","['sh', 'a', 'k']","[['sh', 'a', 'h'], ['sh', 'a', 'r']]"
521,"['з', 'л', 'о']","['z', 'l', 'o']","[['z', 'l', 'o', 'm'], ['z', 'l', 'o', 'j'], ['z', 'l', 'a'], ['z', 'l', 'u'], ['sh', 'l', 'o']]"
522,"['ч', 'а', 'й']","['ch', 'a', 'j']","[['ch', 'e', 'j'], ['ch', 'a', 's'], ['d', 'a', 'j'], ['m', 'a', 'j'], ['r', 'a', 'j'], ['a', 'j']]"
523,"['м', 'а', 'р', 'к']","['m', 'a', 'r', 'k']","[['m', 'a', 'r', 'k', 's'], ['m', 'a', 'r', 'sh'], ['p', 'a', 'r', 'k']]"
524,"['р', 'а', 'з']","['r', 'a', 's']","[['r', 'a', 'n'], ['r', 'a', 'k'], ['r', 'a', 't'], ['r', 'o', 's'], ['v', 'r', 'a', 's'], ['g', 'a', 's'], ['f', 'r', 'a', 's'], ['r', 'a', 'j'], ['r', 'a', 'p']]"
525,"['ш', 'у', 'м']","['sh', 'u', 'm']","[['d', 'u', 'm'], ['sh', 'u', 't'], ['u', 'm']]"
526,"['а', 'й']","['a', 'j']","[['a', 'sh'], ['e', 'j'], ['a'], ['a', 'n'], ['j', 'e', 'j'], ['o', 'j'], ['m', 'a', 'j'], ['a', 'h'], ['a', 't'], ['r', 'a', 'j'], ['d', 'a', 'j'], ['ch', 'a', 'j']]"
527,"['т', 'в', 'о', 'й']","['t', 'v', 'o', 'j']","[['s', 'v', 'o', 'j'], ['t', 'o', 'j'], ['v', 'o', 'j']]"
528,"['с', 'т', 'о', 'й']","['s', 't', 'o', 'j']","[['t', 'o', 'j'], ['s', 't', 'r', 'o', 'j'], ['s', 'v', 'o', 'j'], ['s', 't', 'o'], ['s', 't', 'o', 'p'], ['s', 'l', 'o', 'j'], ['s', 't', 'o', 'l']]"
529,"['в', 'о', 'л', 'н']","['v', 'o', 'l', 'n']","[['v', 'o', 'j', 'n'], ['v', 'o', 'l', 'k'], ['v', 'o', 'n']]"
530,"['л', 'е', 'т']","[""l'"", 'e', 't']","[[""l'"", 'e', 's'], [""l'"", 'e', 't'], [""n'"", 'e', 't'], [""l'"", 'e', 'f']]"
531,"['б', 'а', 'н', 'к']","['b', 'a', 'n', 'k']",[]
532,"['з', 'л', 'о', 'й']","['z', 'l', 'o', 'j']","[['z', 'l', 'o'], ['s', 'l', 'o', 'j'], ['z', 'l', 'o', 'm']]"
533,"['в', 'о', 'н']","['v', 'o', 'n']","[['v', 'o', 'j', 'n'], ['v', 'o', 'l', 'n'], ['v', 'o', 'r'], ['v', 'o', 's'], [""v'"", 'i', 'n'], ['t', 'o', 'n'], ['v', 'o', 't'], ['z', 'v', 'o', 'n'], ['v', 'a', 'n'], ['v', 'o', 't'], ['v', 'o'], ['v', 'o', 'j'], ['z', 'o', 'n'], ['o', 'n'], ['d', 'o', 'n'], ['f', 'o', 'n'], ['s', 'o', 'n']]"
534,"['в', 'п', 'р', 'е', 'д', 'ь']","['f', 'p', ""r'"", 'e', ""t'""]",[]
535,"['д', 'н', 'о']","['d', 'n', 'o']","[['d', 'n', 'a'], ['d', 'n', 'u'], ['n', 'o'], [""d'"", ""n'"", 'i'], [""d'"", ""n'"", 'a'], ['d', 'n', 'o', 'm'], [""d'"", ""n'"", 'u'], ['d', 'o'], [""d'"", ""n'"", 'e']]"
536,"['к', 'р', 'е', 'с', 'т']","['k', ""r'"", 'e', 's', 't']",[]
537,"['в', 'з', 'р', 'ы', 'в']","['v', 'z', 'r', 'y', 'f']",[]
538,"['м', 'о', 'с', 'т']","['m', 'o', 's', 't']","[['r', 'o', 's', 't'], ['t', 'o', 's', 't'], ['p', 'o', 's', 't'], [""m'"", 'e', 's', 't']]"
539,"['р', 'о', 'д']","['r', 'o', 't']","[['v', 'o', 't'], ['r', 'o', 's'], ['h', 'o', 't'], ['r', 'a', 't'], ['r', 'o', 's'], [""r'"", 'a', 't'], ['r', 'o', 't'], ['g', 'o', 't'], ['p', 'o', 't']]"
540,"['с', 'л', 'е', 'д']","['s', ""l'"", 'e', 't']","[['s', ""l'"", 'e', 's'], ['f', 's', ""l'"", 'e', 't'], [""l'"", 'e', 't']]"
541,"['д', 'о', 'л', 'г']","['d', 'o', 'l', 'k']",[]
542,"['с', 'е', 'й']","[""s'"", 'e', 'j']","[['ch', 'e', 'j'], [""p'"", 'e', 'j'], ['j', 'e', 'j'], [""n'"", 'e', 'j'], [""s'"", 'e'], ['f', ""s'"", 'e', 'j'], [""s'"", 'e', 'l'], [""b'"", 'e', 'j'], ['s', ""m'"", 'e', 'j'], [""s'"", 'e', 'm']]"
543,"['г', 'р', 'я', 'з', 'ь']","['g', ""r'"", 'a', ""s'""]",[]
544,"['д', 'а', 'й']","['d', 'a', 'j']","[['d', 'a', 'f'], ['d', 'a', 'n'], ['d', 'a', 'k'], ['d', 'a'], ['d', 'a', 'r'], ['m', 'a', 'j'], ['d', 'a', 'm'], ['d', 'a', 'l'], ['r', 'a', 'j'], ['a', 'j'], ['ch', 'a', 'j']]"
545,"['ж', 'д', 'а', 'л']","['zh', 'd', 'a', 'l']","[['z', 'd', 'a', 'l'], ['d', 'a', 'l']]"
546,"['п', 'е', 'л']","[""p'"", 'e', 'l']","[['j', 'e', 'l'], [""d'"", 'e', 'l'], [""t'"", 'e', 'l'], [""p'"", 'e', 'j'], ['p', 'a', 'l'], ['p', 'o', 'l'], [""p'"", 'i', 'l'], [""s'"", 'e', 'l']]"
547,"['к', 'р', 'е', 'с', 'т']","['k', ""r'"", 'e', 's', 't']",[]
548,"['п', 'ы', 'л', 'ь']","['p', 'y', ""l'""]","[['p', 'u', ""l'""]]"
549,"['т', 'о', 'н']","['t', 'o', 'n']","[['t', 'o', 'j'], ['t', 'o'], ['t', 'o', 'k'], ['s', 'o', 'n'], ['t', 'o', 'n'], ['t', 'r', 'o', 'n'], ['z', 'o', 'n'], ['o', 'n'], ['d', 'o', 'n'], ['f', 'o', 'n'], ['t', 'o', 'm'], ['t', 'o', 't'], ['v', 'o', 'n']]"
550,"['г', 'р', 'у', 'д', 'ь']","['g', 'r', 'u', ""t'""]",[]
551,['я'],"['j', 'a']","[['j', 'e'], [""m'"", 'a'], ['a'], ['e'], ['o'], ['u'], ['i'], ['j', 'a', 'n']]"
552,"['л', 'о', 'ж', 'ь']","['l', 'o', 'sh']","[['r', 'o', 'sh']]"
553,"['н', 'о', 'ж']","['n', 'o', 'sh']","[['n', 'o', 's'], ['n', 'o', 'k'], ['n', 'o']]"
